station_id,route_id,arsid,sta_ord
110000384,100100151,11486,1
110000384,100100148,11486,1
110000384,100100150,11486,1
110000384,100100179,11486,1
110000384,100100026,11486,1
110000387,100100037,11489,1
110000389,100100153,11491,1
110000389,100100154,11491,1
110000389,100100181,11491,1
227500083,124000006,65111,1
122000305,103000001,23412,1
107900284,107900007,08453,1
107900284,107900006,08453,1
107900298,107900010,08568,1
111901147,108900014,13956,1
121900335,121900011,22837,1
233001614,107000006,77101,1
161000612,122000004,92702,1
161000612,100100573,92702,1
161000612,100100422,92702,1
161000612,124000014,92702,1
161000612,100100415,92702,1
161000612,100100416,92702,1
161000612,122000006,92702,1
161000612,100100570,92702,1
161000612,100100572,92702,1
161000612,100100413,92702,1
161000612,100100420,92702,1
161000612,100100567,92702,1
161000612,100100414,92702,1
161000612,100100533,92702,1
161000612,100100412,92702,1
161000612,124000016,92702,1
161000612,115000006,92702,1
107900303,107900018,08452,1
107900304,107900001,08451,1
116900240,116900012,17972,1
107900326,107900009,08846,1
116900249,116900011,17961,1
116900249,116900005,17961,1
116900262,116900009,17409,1
108900216,108900010,09500,1
110900001,110900002,11511,1
110900002,110900006,11512,1
110900003,110900007,11513,1
110900004,110900003,11514,1
103900217,103900010,04847,1
100000419,100000020,01280,1
123900007,123900001,24511,1
103900269,103900012,04884,1
209000202,100100287,10195,1
209000202,100100282,10195,1
209000202,100100281,10195,1
112900261,112900002,13946,1
115000952,123000015,00007,1
111901153,111900015,12557,1
218000429,100100104,57045,1
218000429,100100105,57045,1
115000916,100100307,16156,1
115000916,100100497,16156,1
113000519,113000006,14638,1
124000488,124900002,25601,1
118000622,123000016,00005,1
117900227,117900012,18756,1
101000338,100000026,02247,1
122000755,123900003,23548,1
227000370,123900002,28604,1
122000756,103000004,23451,1
207000616,109000003,61110,1
116900281,116900002,17504,1
115900245,115900008,16532,1
108000382,100100017,09255,1
108000382,100100014,09255,1
108000382,108000002,09255,1
108000367,108900012,09307,1
103900150,103900001,04505,1
108900250,108900013,09920,1
206000498,100100389,07476,1
206000498,100100392,07476,1
206000335,107000005,47172,1
110000183,110900005,11283,1
110000191,109900011,11291,1
110000191,109900010,11291,1
110000191,100100146,11291,1
219000679,111000022,36349,1
219000679,100100400,36349,1
100000180,100900012,01278,1
218000689,111000021,35205,1
207000465,110000007,61101,1
207000477,110900009,61504,1
229001344,111000020,63638,1
110900074,110900004,11577,1
112900002,112900010,13510,1
112900003,112900015,13509,1
112900004,112900011,13508,1
112900005,112900007,13506,1
112900007,112900013,13503,1
112900116,112900006,13501,1
112900116,112900005,13501,1
112900141,112900004,13891,1
112900157,112900014,13934,1
112900180,112900009,13507,1
112900199,112900012,13589,1
112900205,112900003,13505,1
112900218,112900001,13502,1
112900227,112900008,13500,1
113900112,113900005,14765,1
113900215,113900013,14987,1
113900215,113900014,14987,1
113900230,113900004,14989,1
113900230,113900003,14989,1
113900230,113900008,14989,1
113900249,113900007,14979,1
113900260,113900009,14492,1
113900284,113900015,14495,1
113900285,113900010,14496,1
114900082,114900002,15501,1
114900082,114900001,15501,1
114900097,114900003,15596,1
113900315,113900017,14612,1
113900315,113900016,14612,1
117900193,117900010,18857,1
116900094,116900004,17474,1
116900094,116900003,17474,1
116900095,116900007,17475,1
116900096,116900016,17476,1
116900097,116900013,17479,1
116900106,116900010,17477,1
116900107,116900015,17478,1
